relative_path,source_split,source_class,target_class_id,target_class_name,status,reason,canonical_relative_path,bytes,width,height,format,mode,sha256,dhash
train_images/57.Myzus persicae Sulzer/225.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/225.jpg,2908618,3968,2232,JPEG,RGB,da2525265cf86b52dd646edfc9641a17d9b5b6df32379bb04301139320a689bd,13b3a37bfce40406
train_images/57.Myzus persicae Sulzer/226.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/226.jpg,2908217,3968,2232,JPEG,RGB,3d46c7f824dd68bffc3ba8ac1d2d11e44ecbc2019a8170ff54bfeb9245b52ef3,1333b31f7ce48646
train_images/57.Myzus persicae Sulzer/227.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/227.jpg,38521,832,640,JPEG,RGB,831bdf2300ee1fc4e16990368b4adddaa7cd20320412f8a98c5887aa85d2b0c9,636360ccc898bd5c
train_images/57.Myzus persicae Sulzer/228.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/228.jpg,125767,1024,768,JPEG,RGB,f4ec0a311543014b09ca77e485c22c550b63b4f50862ef54043a2e822192ebc1,64ce9cfdf69faf2c
train_images/57.Myzus persicae Sulzer/229.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/229.jpg,144965,1152,768,JPEG,RGB,b62545a1c0f700c7c1762e9decb0eae1cde16f3feaa44dcd7d1f55b615264330,f3f37172aca5e261
train_images/57.Myzus persicae Sulzer/230.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/230.jpg,146613,1600,1200,JPEG,RGB,2e40b374f5efc8b239da39351efa20ed8da222dbb840b27069b2b69e2454aece,363379cd92320b8d
train_images/57.Myzus persicae Sulzer/231.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/231.jpg,234369,1600,1200,JPEG,RGB,2c79586fe6488dc5f9994b16db7781982dbd93e792c8ddb711be99faa9fff065,263271d995341a8d
train_images/57.Myzus persicae Sulzer/232.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/232.jpg,519675,2272,1704,JPEG,RGB,b072034462a3ed6f1f38d7afa28b83d7359890e2951db26e8a65639ea28bb54b,10333b33372b4ecf
train_images/57.Myzus persicae Sulzer/233.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/233.jpg,55766,544,704,JPEG,RGB,3548e77fc93f2c40e65b147ce07855af644690f42af5ba3906144da70cb65462,7c7cdb981d9cc931
train_images/57.Myzus persicae Sulzer/234.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/234.jpg,93294,1600,1200,JPEG,RGB,09ca9ff3e5260bb39d63b17477286bc6eb4c658564606451d6e335586b955d70,83060704248c8c29
train_images/57.Myzus persicae Sulzer/235.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/235.jpg,111601,1600,1200,JPEG,RGB,24c1020673bd3b042ca19eb6c782eab5ee8cd7faa9fd4afd0c9bcd43f3c05579,03060604240c0c48
train_images/57.Myzus persicae Sulzer/236.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,3236355,,,,,,
train_images/57.Myzus persicae Sulzer/237.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/237.jpg,3691688,3648,2736,JPEG,RGB,b0deb39be6baf872a8ec44d09a1b7acc44920e765da8fb18de4eb63958d6e8cf,d3f5cc9c9cc9e0a0
train_images/57.Myzus persicae Sulzer/238.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,3791463,,,,,,
train_images/57.Myzus persicae Sulzer/239.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/239.jpg,3716373,3648,2736,JPEG,RGB,86245ef83ae7217a5947bcd61eed7118db9dd0c8e3e4dcfb0f7fb3c86d45e541,b3e4cc9c9989e8e0
train_images/57.Myzus persicae Sulzer/240.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/240.jpg,3624312,3648,2736,JPEG,RGB,ab0b9914fa6923826206982f4573a03c1c68ed236dc7c34f883475c1361d428a,ca987541060a0906
train_images/57.Myzus persicae Sulzer/241.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/241.jpg,3804514,3648,2736,JPEG,RGB,c30c2085ef3776ec78517c2aa84c9e91c273a6d23b38e9b380fd49952c548fa6,6fc939d59e080410
train_images/57.Myzus persicae Sulzer/242.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/242.jpg,803510,1566,2108,JPEG,RGB,8a055977a29b60ab35147dc7d9a19118ab8b9d82b280df5624ce9f302871a6b6,bd54d6b7b5d463c0
train_images/57.Myzus persicae Sulzer/243.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/243.jpg,653613,1393,1918,JPEG,RGB,2ad92b725573d2191a88a86b6b37617ec98a95e7f4848c1b6af003efcaa6a811,3514d2b535b4e463
train_images/57.Myzus persicae Sulzer/244.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,8069915,,,,,,
train_images/57.Myzus persicae Sulzer/245.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/245.jpg,3623333,3872,2592,JPEG,RGB,d65779388054716d51fb26b041ef843eb8cc83d763fff91ec056e1c994c63d07,4cce46c7cd595bd3
train_images/57.Myzus persicae Sulzer/246.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/246.jpg,3614471,3872,2592,JPEG,RGB,1907aa7968cc7e4650cea99d8ebe113a58c328b874b7058352005e886a0ee6e0,adb7b5dd8b48090b
train_images/57.Myzus persicae Sulzer/247.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/247.jpg,392578,1936,1296,JPEG,RGB,7a24ded3bd09d94cad861ebb9e57861ddd26a75107f854af75d9ea75d56c8ff1,e3474777771d1b8f
train_images/57.Myzus persicae Sulzer/248.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/248.jpg,446105,1936,1296,JPEG,RGB,72f42841c368862752aeeb7cdc18820267919e05d8e8027934a13cc19b97e38c,cf87c7a3b38b0100
train_images/57.Myzus persicae Sulzer/249.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/249.jpg,580964,1936,1296,JPEG,RGB,d74368d5c093bfd873b5b1210d99539de0dd3c71087481017dd555718f94405f,8ec13f6971b93531
train_images/57.Myzus persicae Sulzer/250.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/250.jpg,3123387,3968,2232,JPEG,RGB,294b90eabebbdd55fd4126dd67f3f12128cb5dc2263a4c5af02aa746774242f4,4191f09c62a19e9b
train_images/57.Myzus persicae Sulzer/251.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/251.jpg,3185172,3968,2232,JPEG,RGB,d3da5831bbb7bdcb284ac741f9c8e564df16e81b937a9a5916446e26abe43f0c,6391f09c63a09e9b
train_images/57.Myzus persicae Sulzer/252.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/252.jpg,3442934,3968,2232,JPEG,RGB,da6af4c7352ccf0072887d56a264f7830320675ba501da8431be3545db55cb05,0c0c9c1a6ae76b7a
train_images/57.Myzus persicae Sulzer/253.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/253.jpg,3285691,3968,2232,JPEG,RGB,ee358b96d456ac21ea7ce3729f17c183e1eabb074f55bd96a17e478a5a64ee7c,9071d5d3d3f47333
train_images/57.Myzus persicae Sulzer/254.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/254.jpg,3411129,3968,2232,JPEG,RGB,3828c9e02e459a8028039ed0be95b9724e12caf49619e05b469a11a569735cfa,0e162c3c7c8d494d
train_images/57.Myzus persicae Sulzer/255.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/255.jpg,3468955,3968,2232,JPEG,RGB,53c4ca3a6d05803b87d8fec34afc19c527601eff39f7250029d1108630ef3bb3,1e164c3c680d6d20
train_images/58.Aphis gossypii Glover/000.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/000.jpg,1370408,2272,1704,JPEG,RGB,5636b774df25d72a3ad0d12d0b0d413d348f3c7b991e20942cb880403ceb4383,28cad2d196909499
train_images/58.Aphis gossypii Glover/001.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/072.jpg,train_images/58.Aphis gossypii Glover/072.jpg,1296933,2272,1704,JPEG,RGB,fc88d82a41d016e4e8f6f1b29abfe13e974a5fb819e3d484bee94929691657e9,9098d3e3f2dc0406
train_images/58.Aphis gossypii Glover/002.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/070.jpg,train_images/58.Aphis gossypii Glover/070.jpg,1325310,2272,1704,JPEG,RGB,66e7ad0a0d6d3343bf2dd9456be9382f0901013215c534c5dc90305363cfba4a,9bb727c0c9cd4c26
train_images/58.Aphis gossypii Glover/003.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/003.jpg,1322428,2272,1704,JPEG,RGB,4b59b42edb990bbbaab582e7cceb85861d48bdee591f1d2bb1163af4965d05a5,8989132430616468
train_images/58.Aphis gossypii Glover/004.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/004.jpg,564292,2272,1704,JPEG,RGB,e66461483f1232c233ceb7d496aaf0f6ea630418a2fe004c558388a69c9279e8,36006633d4c8af3b
train_images/58.Aphis gossypii Glover/005.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/005.jpg,250572,1480,1124,JPEG,RGB,f0dc658d9a5eb01fdc486e42d16c977e2fbeff81d46b52eb0df84974ed7bbf32,5e346dc9c4c6874b
train_images/58.Aphis gossypii Glover/006.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/006.jpg,342437,1556,1112,JPEG,RGB,5d74dcf6885e7e52c83ae8124cee2bad6b9542b7683afb11e14ea4cce1d97148,18394a40c1c7d6f0
train_images/58.Aphis gossypii Glover/007.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:val_images/58.Aphis gossypii Glover/001.jpg,val_images/58.Aphis gossypii Glover/001.jpg,1317941,2272,1704,JPEG,RGB,e2e9a65b84568ab54a89e9159b89eaafb3724842e1ccc71f7b5cfb1d5eb39395,046425159804020d
train_images/58.Aphis gossypii Glover/008.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/008.jpg,3061713,3872,2592,JPEG,RGB,ee526f4a1eeefa9644c0f578723977157b883e0835f4a5110fa4d0cd7ecb084e,1c1db417d64d6c26
train_images/58.Aphis gossypii Glover/009.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:val_images/58.Aphis gossypii Glover/002.jpg,val_images/58.Aphis gossypii Glover/002.jpg,3061977,3872,2592,JPEG,RGB,8e747aef8034c396fbb3c8fc0966a68b0cd1865d4d36449fe32022124066113a,0772333717ccce47
train_images/58.Aphis gossypii Glover/010.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/010.jpg,3313754,3872,2592,JPEG,RGB,b48c283300b8b8509c9687e0fedabad84f4bfdc9b14f224d48713e4bc110e3a8,bcdc9b9e5cd63363
train_images/58.Aphis gossypii Glover/011.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/011.jpg,3956408,3872,2592,JPEG,RGB,dc021f55dd77e49db2d66ea934c7d9e14c2286f63b9982ee732ca2b6c24049fb,2dcd543634191905
train_images/58.Aphis gossypii Glover/012.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/012.jpg,18532087,7360,4912,MPO,RGB,4dc5b397239dff10ca0cfde9457aa61dea4b4635d877d6268d29fccf4f1bce04,c6cacbc2929e8ec8
train_images/58.Aphis gossypii Glover/013.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/013.jpg,18848587,7360,4912,MPO,RGB,4a2be1b94d0d437921d7bd045b90aa2a2a217308509aae1cf5e2060d36c3467e,d6cec696364ed892
train_images/58.Aphis gossypii Glover/014.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/014.jpg,19758305,7360,4912,MPO,RGB,b0f46760a4d5cc722c2be5f80d4710df5244bb4d0a22ad448e8ec597c2462208,3118dccc86868345
train_images/58.Aphis gossypii Glover/015.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/015.jpg,19674796,7360,4912,MPO,RGB,709f15c4e178c90331d0ed45a7dadb0af8598532f7f788e21787ae4d12552323,06092204c9106284
train_images/58.Aphis gossypii Glover/016.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/016.jpg,19619946,7360,4912,MPO,RGB,232aa48122268fc469c1416965febef5347640fecff037ecf5908ec74f9c9945,03082306c8106285
train_images/58.Aphis gossypii Glover/017.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19401292,,,,,,
train_images/58.Aphis gossypii Glover/018.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/018.jpg,19092744,7360,4912,MPO,RGB,13b3932e38751ff712294d28c390bee7ef6807bbcec613eaf6e83fa02171c03d,a4014c8671198fe3
train_images/58.Aphis gossypii Glover/019.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19476317,,,,,,
train_images/58.Aphis gossypii Glover/020.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/020.jpg,12640516,7360,4912,MPO,RGB,f24fb22a89104306c665967c4864f74e4dafd2fe32c0ab57e5c30c54b02d5d2e,8b5383b53362cdcd
train_images/58.Aphis gossypii Glover/021.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/021.jpg,12475025,7360,4912,MPO,RGB,e5fe9d315fccd5dbacfd15023e0bdaf37dec82287261767c958c97ac55baebe7,8b1b8fb533329d8d
train_images/58.Aphis gossypii Glover/022.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/022.jpg,12640989,7360,4912,MPO,RGB,f878feedef32e3c62c4ce0af4e9f1722ffcaffe77e39a4110dad52c399b1cc94,7f3f9f9fb77f2f77
train_images/58.Aphis gossypii Glover/023.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/023.jpg,13832813,7360,4912,MPO,RGB,10bd9ccb64b0d2ab126e6536d7422f382854255a28b443257fbd063b6ca91d69,8cdcccfccee0e1f1
train_images/58.Aphis gossypii Glover/024.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/024.jpg,13687461,7360,4912,MPO,RGB,b57db0b42eb06a33cc02bc5bc2d47943247cb949d74570a98210b3f68cd13e9c,713dae259584cc6c
train_images/58.Aphis gossypii Glover/025.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/025.jpg,14567184,7360,4912,MPO,RGB,280c5969d141aa0de1a3bc87e9aa3dbd26463916c95de7d5aacc52b3ac990f32,34349c96870e6632
train_images/58.Aphis gossypii Glover/026.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/026.jpg,14486590,7360,4912,MPO,RGB,bc7ba4ed4a49f35b5dbe120ec2cc484f77ff1d27b4bb376732a0d42468c6b6d3,6070694c5c6c2c0c
train_images/58.Aphis gossypii Glover/027.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/027.jpg,14235794,7360,4912,MPO,RGB,83b1b2be89158fcba8df498f5f844befeb09fbf9e5eafedd2314dca69f678769,8180cc4dd96d0f0d
train_images/58.Aphis gossypii Glover/028.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,14709975,,,,,,
train_images/58.Aphis gossypii Glover/029.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/029.jpg,14417302,7360,4912,MPO,RGB,af87c347ed7a8234cc052ef8f60b35dec2ae9109e551450491bd03743fc0558b,73d99586b54347e5
train_images/58.Aphis gossypii Glover/030.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/030.jpg,15178889,7360,4912,MPO,RGB,d631d48126b28034a3b4bfbd7f618f326a74a2430452371a98ac1c5e01ebaca7,f2f3f3f3e766fbfe
train_images/58.Aphis gossypii Glover/031.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/031.jpg,14709137,7360,4912,MPO,RGB,23e8ded3d1bac6e6de87cdc884b5bf5119a4e6957ee2b5058125da8e1d0800f5,93db523267241818
train_images/58.Aphis gossypii Glover/032.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/032.jpg,15179312,7360,4912,MPO,RGB,01be0c1113cdde8dcba94d20c74ecddbf5c8bc7880fccace7f8fcf25a3a6caa0,93db533266241c58
train_images/58.Aphis gossypii Glover/033.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/033.jpg,14345374,7360,4912,MPO,RGB,54e2fd391e70d529c62e936b57d61eed4883f1d187848dc75dc94d64d974b0fb,e06060c0c930f000
train_images/58.Aphis gossypii Glover/034.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/034.jpg,13724611,7360,4912,MPO,RGB,c7cda555016f9582dfef9ef4cdf71ecf61573afc9c9a4139f2c027e65868708b,c7e75313f4ed078f
train_images/58.Aphis gossypii Glover/035.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/035.jpg,13602869,7360,4912,MPO,RGB,482f225c3b4ba2eab5ae2412ca41ed446ea2919e9b11c69c1ad14f4628785243,8f8fd717b6ec0e1e
train_images/58.Aphis gossypii Glover/036.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/036.jpg,13703334,7360,4912,MPO,RGB,8ae52ca44eb5c8b5e160b60adf68c94b5de6e54d1de0269fe348bfd86772102b,03131320cf70d0d8
train_images/58.Aphis gossypii Glover/037.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/037.jpg,13293665,7360,4912,MPO,RGB,da5cc002df00005692bb260e3c54c79500f1756d6336bcf87cebd994f9a7b530,0a1b1320cfc2e0b0
train_images/58.Aphis gossypii Glover/038.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/038.jpg,13739434,7360,4912,MPO,RGB,1f6ae04630c56ae83b9ee8382e11227817af6ff98adcb5dce03f93234483cf6d,0b531313c0723716
train_images/58.Aphis gossypii Glover/039.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/039.jpg,13781466,7360,4912,MPO,RGB,f5e29fb295a45e9de2593badd5c90e3f62e4476580cfb7690c30bf9972ffba4b,0f531313e0763736
train_images/58.Aphis gossypii Glover/040.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/040.jpg,13886002,7360,4912,MPO,RGB,da36e11e0e90178909a4449d57230256e3c9241b009f2faf8e11bd7871710fc9,60c1870f311ecfe8
train_images/58.Aphis gossypii Glover/041.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/041.jpg,13294251,7360,4912,MPO,RGB,01ec43463541093dcec8a61c959e03693f8d1577504e51a299b1ea9d14aa8f52,071e2f43399ce0f0
train_images/58.Aphis gossypii Glover/042.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/042.jpg,13688654,7360,4912,MPO,RGB,60151ff671c3ff412e8d602fec3dd401b48420f9c7ac211210598ac25ff764a9,871e2f631a84e1e1
train_images/58.Aphis gossypii Glover/043.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,14078216,,,,,,
train_images/58.Aphis gossypii Glover/044.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/044.jpg,13784448,7360,4912,MPO,RGB,02d2536b903d2a0e522cde32c227acb2b0218dbcdac770bdf9792f57f5032e1b,0d0d1913170b0101
train_images/58.Aphis gossypii Glover/045.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:test_images/58.Aphis gossypii Glover/008.jpg,test_images/58.Aphis gossypii Glover/008.jpg,13545324,7360,4912,MPO,RGB,2dcc81e6742973f01772c6a76271c08351d6bcabb40ad01aa2900086704a6e22,80808130d0138081
train_images/58.Aphis gossypii Glover/046.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/046.jpg,12679570,7360,4912,MPO,RGB,c043fbbb0ea1f9d265ea83d0c6a992876bc5c7590994f6db56d9f7f0dbba4782,000120e091230003
train_images/58.Aphis gossypii Glover/047.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/047.jpg,12939048,7360,4912,MPO,RGB,2dc5c4f1a62f8b8778e0ea06f76e27b8cc1640e9e11c33a1d30cc19d2ea5d1a9,4060401c3006c860
train_images/58.Aphis gossypii Glover/048.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/048.jpg,12984631,7360,4912,MPO,RGB,a6230e91feed333ed5549c20e47eba6ac32c35c3b21d75a098be15c36e53294b,4060449c348ce022
train_images/58.Aphis gossypii Glover/049.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/051.jpg,train_images/58.Aphis gossypii Glover/051.jpg,12721468,7360,4912,MPO,RGB,57f63f826339cd8e6493426bbab3378dcabe81bbe16db3efb71dda2b4e2e0f10,000160e0b3670023
train_images/58.Aphis gossypii Glover/050.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/051.jpg,train_images/58.Aphis gossypii Glover/051.jpg,12702490,7360,4912,MPO,RGB,94b1c8cce08d8c5b28c1144507df99b9225330afaa4eff62be25053900cbfd37,000160e4b1670003
train_images/58.Aphis gossypii Glover/051.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/051.jpg,12730466,7360,4912,MPO,RGB,8d8451988d011a20e11553061ec640ffa75de4fe0904d145f614b1e5d7805a6e,000160e4b1630013
train_images/58.Aphis gossypii Glover/052.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/053.jpg,train_images/58.Aphis gossypii Glover/053.jpg,12942476,7360,4912,MPO,RGB,3d4da21d45925c02fc2650e3860dd48e163551b81aee14e64a130b63b38eed60,60409c3124c86008
train_images/58.Aphis gossypii Glover/053.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/053.jpg,13183482,7360,4912,MPO,RGB,8565d7355e934aa9763a7825c7a2d99a19e9a92cea9beb82cfd4cde5ad7c403e,60409c3124c8600a
train_images/58.Aphis gossypii Glover/054.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,14669500,,,,,,
train_images/58.Aphis gossypii Glover/055.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/055.jpg,14618606,7360,4912,MPO,RGB,ee33580636c093d015336de0d50c37bdced1ac3af5cce06cb3c9ce91762760bf,9f766cd4d0e8fab2
train_images/58.Aphis gossypii Glover/056.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,13922199,,,,,,
train_images/58.Aphis gossypii Glover/057.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/058.jpg,train_images/58.Aphis gossypii Glover/058.jpg,13906976,7360,4912,MPO,RGB,5e2782a15d1e80041e46e7ab67f22eea8be601d89d765a3ce3fe909090a7bbf0,c080c935e3f8eee1
train_images/58.Aphis gossypii Glover/058.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/058.jpg,14010748,7360,4912,MPO,RGB,e2e977cadb422157744d4e49b710078da6e89b55a6639091c4563b261dcedd61,c080c937e1f8e6e1
train_images/58.Aphis gossypii Glover/059.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,13802221,,,,,,
train_images/58.Aphis gossypii Glover/060.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/060.jpg,13600420,7360,4912,MPO,RGB,b5cb9245e955365f4757feafc54228a1b3dc90757f31247a9d4e4c946ae17de4,c4ecdc8ef2998703
train_images/58.Aphis gossypii Glover/061.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/061.jpg,13566431,7360,4912,MPO,RGB,312712cf540b8efd5b091936c55cd5bc54b4ad934a293b946fb28e0fece21474,c4e4de86f39d8501
